15-10-23spec_0009_0161.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	153.022
1.000	53.738	23.072	152.200
2.000	53.905	23.000	152.022
3.000	54.073	22.929	151.844
4.000	54.240	22.858	152.733
5.000	54.408	22.788	153.822
6.000	54.575	22.718	151.267
7.000	54.742	22.649	153.756
8.000	54.910	22.580	154.556
9.000	55.077	22.511	154.289
10.000	55.245	22.443	154.178
11.000	55.412	22.375	154.689
12.000	55.579	22.308	155.089
13.000	55.747	22.241	153.889
14.000	55.914	22.174	154.200
15.000	56.082	22.108	154.956
16.000	56.249	22.042	154.067
17.000	56.417	21.977	154.533
18.000	56.584	21.912	154.489
19.000	56.751	21.847	154.644
20.000	56.919	21.783	155.533
21.000	57.086	21.719	156.444
22.000	57.254	21.655	155.822
23.000	57.421	21.592	156.778
24.000	57.588	21.529	158.622
25.000	57.756	21.467	159.289
26.000	57.923	21.405	158.311
27.000	58.091	21.343	158.911
28.000	58.258	21.282	158.156
29.000	58.426	21.221	158.089
30.000	58.593	21.160	157.578
31.000	58.760	21.100	155.689
32.000	58.928	21.040	154.556
33.000	59.095	20.980	152.511
34.000	59.263	20.921	150.689
35.000	59.430	20.862	148.400
36.000	59.597	20.804	144.933
37.000	59.765	20.745	141.822
38.000	59.932	20.687	134.378
39.000	60.100	20.630	129.333
40.000	60.267	20.572	122.022
41.000	60.434	20.515	119.022
42.000	60.602	20.459	117.911
43.000	60.769	20.402	116.400
44.000	60.937	20.346	117.156
45.000	61.104	20.291	117.400
46.000	61.272	20.235	117.111
47.000	61.439	20.180	116.667
48.000	61.606	20.125	116.422
49.000	61.774	20.071	116.044
50.000	61.941	20.016	116.311
51.000	62.109	19.962	117.200
52.000	62.276	19.909	115.867
53.000	62.443	19.855	116.889
54.000	62.611	19.802	118.467
55.000	62.778	19.750	121.733
56.000	62.946	19.697	127.267
57.000	63.113	19.645	131.444
58.000	63.281	19.593	133.844
59.000	63.448	19.541	133.356
60.000	63.615	19.490	127.778
61.000	63.783	19.439	124.422
62.000	63.950	19.388	124.400
63.000	64.118	19.337	123.533
64.000	64.285	19.287	121.267
65.000	64.452	19.237	120.178
66.000	64.620	19.187	121.467
67.000	64.787	19.137	119.067
68.000	64.955	19.088	118.556
69.000	65.122	19.039	118.867
70.000	65.290	18.990	118.533
71.000	65.457	18.941	120.644
72.000	65.624	18.893	121.933
73.000	65.792	18.845	124.622
74.000	65.959	18.797	127.289
75.000	66.127	18.750	128.289
76.000	66.294	18.702	130.356
77.000	66.461	18.655	129.333
78.000	66.629	18.608	125.756
79.000	66.796	18.562	121.800
80.000	66.964	18.515	120.444
81.000	67.131	18.469	121.178
82.000	67.299	18.423	121.711
83.000	67.466	18.377	122.333
84.000	67.633	18.332	122.778
85.000	67.801	18.287	123.489
86.000	67.968	18.242	122.667
87.000	68.136	18.197	124.156
88.000	68.303	18.152	122.844
