15-10-23spec_0009_0169.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	136.578
1.000	53.738	23.072	136.333
2.000	53.905	23.000	136.644
3.000	54.073	22.929	135.622
4.000	54.240	22.858	136.489
5.000	54.408	22.788	135.578
6.000	54.575	22.718	137.333
7.000	54.742	22.649	137.733
8.000	54.910	22.580	136.356
9.000	55.077	22.511	137.267
10.000	55.245	22.443	137.000
11.000	55.412	22.375	137.511
12.000	55.579	22.308	136.889
13.000	55.747	22.241	136.578
14.000	55.914	22.174	136.222
15.000	56.082	22.108	138.200
16.000	56.249	22.042	137.511
17.000	56.417	21.977	139.289
18.000	56.584	21.912	140.400
19.000	56.751	21.847	139.000
20.000	56.919	21.783	139.733
21.000	57.086	21.719	140.222
22.000	57.254	21.655	141.133
23.000	57.421	21.592	140.400
24.000	57.588	21.529	141.533
25.000	57.756	21.467	140.978
26.000	57.923	21.405	141.889
27.000	58.091	21.343	140.800
28.000	58.258	21.282	140.044
29.000	58.426	21.221	141.556
30.000	58.593	21.160	139.444
31.000	58.760	21.100	137.422
32.000	58.928	21.040	137.533
33.000	59.095	20.980	135.133
34.000	59.263	20.921	134.911
35.000	59.430	20.862	132.511
36.000	59.597	20.804	129.200
37.000	59.765	20.745	127.244
38.000	59.932	20.687	120.822
39.000	60.100	20.630	114.667
40.000	60.267	20.572	110.489
41.000	60.434	20.515	108.000
42.000	60.602	20.459	106.689
43.000	60.769	20.402	106.867
44.000	60.937	20.346	106.600
45.000	61.104	20.291	106.178
46.000	61.272	20.235	105.444
47.000	61.439	20.180	105.200
48.000	61.606	20.125	106.467
49.000	61.774	20.071	105.178
50.000	61.941	20.016	107.333
51.000	62.109	19.962	108.578
52.000	62.276	19.909	111.600
53.000	62.443	19.855	115.644
54.000	62.611	19.802	119.267
55.000	62.778	19.750	118.133
56.000	62.946	19.697	113.556
57.000	63.113	19.645	110.067
58.000	63.281	19.593	107.244
59.000	63.448	19.541	107.022
60.000	63.615	19.490	106.489
61.000	63.783	19.439	105.000
62.000	63.950	19.388	106.533
63.000	64.118	19.337	106.067
64.000	64.285	19.287	105.067
65.000	64.452	19.237	105.800
66.000	64.620	19.187	105.733
67.000	64.787	19.137	106.111
68.000	64.955	19.088	105.333
69.000	65.122	19.039	105.444
70.000	65.290	18.990	105.178
71.000	65.457	18.941	106.178
72.000	65.624	18.893	106.378
73.000	65.792	18.845	106.844
74.000	65.959	18.797	107.844
75.000	66.127	18.750	107.333
76.000	66.294	18.702	106.889
77.000	66.461	18.655	107.578
78.000	66.629	18.608	107.556
79.000	66.796	18.562	106.711
80.000	66.964	18.515	107.711
81.000	67.131	18.469	108.956
82.000	67.299	18.423	108.311
83.000	67.466	18.377	108.311
84.000	67.633	18.332	109.044
85.000	67.801	18.287	110.711
86.000	67.968	18.242	109.911
87.000	68.136	18.197	110.800
88.000	68.303	18.152	112.089
89.000	68.470	18.108	113.933
90.000	68.638	18.064	114.711
91.000	68.805	18.020	114.067
92.000	68.973	17.976	112.756
93.000	69.140	17.932	113.556
94.000	69.307	17.889	113.733
95.000	69.475	17.846	113.600
96.000	69.642	17.803	114.111
97.000	69.810	17.760	114.178
98.000	69.977	17.718	114.978
99.000	70.145	17.676	114.044
100.000	70.312	17.633	114.244
101.000	70.479	17.592	115.644
102.000	70.647	17.550	116.622
