15-10-23spec_0009_0123.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	143.689
1.000	53.738	23.072	142.733
2.000	53.905	23.000	143.533
3.000	54.073	22.929	143.933
4.000	54.240	22.858	143.489
5.000	54.408	22.788	144.800
6.000	54.575	22.718	143.778
7.000	54.742	22.649	142.911
8.000	54.910	22.580	144.667
9.000	55.077	22.511	142.889
10.000	55.245	22.443	144.756
11.000	55.412	22.375	145.378
12.000	55.579	22.308	144.689
13.000	55.747	22.241	145.356
14.000	55.914	22.174	146.000
15.000	56.082	22.108	146.822
16.000	56.249	22.042	145.978
17.000	56.417	21.977	145.600
18.000	56.584	21.912	146.378
19.000	56.751	21.847	147.844
20.000	56.919	21.783	147.356
21.000	57.086	21.719	147.667
22.000	57.254	21.655	147.156
23.000	57.421	21.592	148.622
24.000	57.588	21.529	149.400
25.000	57.756	21.467	150.000
26.000	57.923	21.405	149.667
27.000	58.091	21.343	148.822
28.000	58.258	21.282	149.111
29.000	58.426	21.221	148.000
30.000	58.593	21.160	147.867
31.000	58.760	21.100	147.067
32.000	58.928	21.040	144.556
33.000	59.095	20.980	143.867
34.000	59.263	20.921	141.733
35.000	59.430	20.862	139.822
36.000	59.597	20.804	136.978
37.000	59.765	20.745	132.844
38.000	59.932	20.687	126.733
39.000	60.100	20.630	120.444
40.000	60.267	20.572	115.400
41.000	60.434	20.515	113.133
42.000	60.602	20.459	111.356
43.000	60.769	20.402	110.400
44.000	60.937	20.346	110.822
45.000	61.104	20.291	111.089
46.000	61.272	20.235	110.378
47.000	61.439	20.180	111.378
48.000	61.606	20.125	110.022
49.000	61.774	20.071	110.022
50.000	61.941	20.016	109.178
51.000	62.109	19.962	109.889
52.000	62.276	19.909	109.444
53.000	62.443	19.855	109.267
54.000	62.611	19.802	108.622
55.000	62.778	19.750	110.111
56.000	62.946	19.697	109.133
57.000	63.113	19.645	110.222
58.000	63.281	19.593	110.956
59.000	63.448	19.541	112.289
60.000	63.615	19.490	110.467
61.000	63.783	19.439	111.733
62.000	63.950	19.388	112.000
63.000	64.118	19.337	111.178
64.000	64.285	19.287	111.444
65.000	64.452	19.237	112.356
66.000	64.620	19.187	113.400
67.000	64.787	19.137	114.911
68.000	64.955	19.088	118.533
69.000	65.122	19.039	123.356
70.000	65.290	18.990	124.800
71.000	65.457	18.941	122.956
72.000	65.624	18.893	117.800
73.000	65.792	18.845	116.556
74.000	65.959	18.797	116.600
75.000	66.127	18.750	117.356
76.000	66.294	18.702	119.244
77.000	66.461	18.655	126.044
78.000	66.629	18.608	133.756
79.000	66.796	18.562	143.067
80.000	66.964	18.515	146.067
81.000	67.131	18.469	143.022
82.000	67.299	18.423	134.311
83.000	67.466	18.377	127.044
84.000	67.633	18.332	123.711
85.000	67.801	18.287	125.356
86.000	67.968	18.242	130.311
87.000	68.136	18.197	131.778
88.000	68.303	18.152	128.711
89.000	68.470	18.108	123.089
90.000	68.638	18.064	120.067
91.000	68.805	18.020	119.911
92.000	68.973	17.976	117.711
93.000	69.140	17.932	119.022
94.000	69.307	17.889	118.933
95.000	69.475	17.846	120.778
96.000	69.642	17.803	120.667
97.000	69.810	17.760	120.822
98.000	69.977	17.718	122.800
99.000	70.145	17.676	122.489
100.000	70.312	17.633	123.600
101.000	70.479	17.592	125.400
102.000	70.647	17.550	126.267
103.000	70.814	17.508	128.978
104.000	70.982	17.467	134.133
105.000	71.149	17.426	137.711
106.000	71.316	17.385	138.067
107.000	71.484	17.344	134.778
108.000	71.651	17.304	132.067
109.000	71.819	17.263	131.089
110.000	71.986	17.223	132.622
111.000	72.154	17.183	133.733
112.000	72.321	17.144	134.511
113.000	72.488	17.104	135.156
114.000	72.656	17.065	140.800
115.000	72.823	17.025	147.800
116.000	72.991	16.986	158.489
117.000	73.158	16.947	169.022
118.000	73.325	16.909	174.422
119.000	73.493	16.870	168.444
120.000	73.660	16.832	169.089
121.000	73.828	16.794	179.200
122.000	73.995	16.756	196.622
123.000	74.163	16.718	206.178
124.000	74.330	16.680	207.333
125.000	74.497	16.643	215.244
126.000	74.665	16.605	229.111
127.000	74.832	16.568	253.533
128.000	75.000	16.531	277.978
129.000	75.167	16.494	293.667
130.000	75.334	16.458	304.889
131.000	75.502	16.421	312.711
132.000	75.669	16.385	318.511
133.000	75.837	16.349	354.533
134.000	76.004	16.313	406.778
135.000	76.171	16.277	465.444
136.000	76.339	16.241	524.111
137.000	76.506	16.206	556.467
138.000	76.674	16.170	590.422
139.000	76.841	16.135	608.867
140.000	77.009	16.100	636.756
141.000	77.176	16.065	668.511
142.000	77.343	16.030	713.578
143.000	77.511	15.996	755.778
144.000	77.678	15.961	783.178
145.000	77.846	15.927	800.533
146.000	78.013	15.893	815.978
147.000	78.180	15.859	830.444
148.000	78.348	15.825	803.711
149.000	78.515	15.791	766.400
150.000	78.683	15.757	735.422
151.000	78.850	15.724	729.822
152.000	79.018	15.691	763.178
153.000	79.185	15.658	816.556
154.000	79.352	15.625	850.644
155.000	79.520	15.592	824.511
156.000	79.687	15.559	770.822
157.000	79.855	15.526	740.667
158.000	80.022	15.494	736.689
159.000	80.189	15.461	762.511
160.000	80.357	15.429	790.022
161.000	80.524	15.397	774.467
162.000	80.692	15.365	717.200
163.000	80.859	15.333	654.578
164.000	81.027	15.302	590.978
165.000	81.194	15.270	537.622
166.000	81.361	15.239	496.867
167.000	81.529	15.207	457.578
168.000	81.696	15.176	428.089
169.000	81.864	15.145	436.778
170.000	82.031	15.114	489.733
171.000	82.198	15.084	593.978
172.000	82.366	15.053	718.267
173.000	82.533	15.022	825.822
174.000	82.701	14.992	898.000
175.000	82.868	14.962	928.800
176.000	83.036	14.931	933.467
177.000	83.203	14.901	956.844
178.000	83.370	14.871	972.333
179.000	83.538	14.842	939.400
180.000	83.705	14.812	859.244
181.000	83.873	14.782	783.933
182.000	84.040	14.753	721.489
183.000	84.207	14.724	623.978
184.000	84.375	14.694	508.200
185.000	84.542	14.665	425.911
186.000	84.710	14.636	414.822
187.000	84.877	14.608	470.044
188.000	85.044	14.579	550.422
189.000	85.212	14.550	633.289
190.000	85.379	14.522	694.689
191.000	85.547	14.493	723.578
192.000	85.714	14.465	704.667
193.000	85.882	14.437	667.489
194.000	86.049	14.409	667.467
195.000	86.216	14.381	701.600
196.000	86.384	14.353	731.044
197.000	86.551	14.325	764.467
198.000	86.719	14.297	790.044
199.000	86.886	14.270	815.400
200.000	87.053	14.242	807.578
201.000	87.221	14.215	736.378
202.000	87.388	14.188	645.422
203.000	87.556	14.161	569.200
204.000	87.723	14.134	543.178
205.000	87.891	14.107	567.222
206.000	88.058	14.080	638.156
207.000	88.225	14.053	723.956
208.000	88.393	14.027	785.267
209.000	88.560	14.000	820.533
210.000	88.728	13.974	865.733
211.000	88.895	13.947	894.000
212.000	89.062	13.921	889.178
213.000	89.230	13.895	859.400
214.000	89.397	13.869	814.911
215.000	89.565	13.843	815.089
216.000	89.732	13.817	849.644
217.000	89.900	13.791	892.911
218.000	90.067	13.766	939.422
219.000	90.234	13.740	915.933
220.000	90.402	13.715	870.178
221.000	90.569	13.689	847.644
222.000	90.737	13.664	828.756
223.000	90.904	13.639	809.378
224.000	91.071	13.614	789.267
225.000	91.239	13.589	772.933
226.000	91.406	13.564	772.444
227.000	91.574	13.539	800.600
228.000	91.741	13.515	845.578
229.000	91.908	13.490	825.689
230.000	92.076	13.465	758.000
231.000	92.243	13.441	681.022
232.000	92.411	13.417	636.756
233.000	92.578	13.392	621.467
234.000	92.746	13.368	632.133
235.000	92.913	13.344	635.200
236.000	93.080	13.320	639.822
237.000	93.248	13.296	649.911
238.000	93.415	13.272	636.244
239.000	93.583	13.249	643.444
240.000	93.750	13.225	645.578
241.000	93.917	13.201	651.022
242.000	94.085	13.178	675.600
243.000	94.252	13.154	667.667
244.000	94.420	13.131	650.244
245.000	94.587	13.108	666.044
246.000	94.755	13.085	682.200
247.000	94.922	13.062	705.044
248.000	95.089	13.039	737.889
249.000	95.257	13.016	723.756
250.000	95.424	12.993	647.489
251.000	95.592	12.970	577.911
252.000	95.759	12.948	539.911
253.000	95.926	12.925	525.556
254.000	96.094	12.902	535.178
255.000	96.261	12.880	526.778
256.000	96.429	12.858	503.800
257.000	96.596	12.835	500.889
258.000	96.764	12.813	517.044
259.000	96.931	12.791	528.333
260.000	97.098	12.769	552.289
261.000	97.266	12.747	561.689
262.000	97.433	12.725	547.956
263.000	97.601	12.703	558.156
264.000	97.768	12.681	567.467
265.000	97.935	12.660	548.378
266.000	98.103	12.638	531.111
267.000	98.270	12.617	541.044
268.000	98.438	12.595	525.689
269.000	98.605	12.574	490.022
270.000	98.773	12.553	501.467
271.000	98.940	12.531	519.356
272.000	99.107	12.510	501.867
273.000	99.275	12.489	476.178
274.000	99.442	12.468	437.600
275.000	99.610	12.447	387.467
276.000	99.777	12.426	349.733
277.000	99.944	12.405	343.822
278.000	100.112	12.385	338.156
279.000	100.279	12.364	323.689
280.000	100.447	12.343	313.289
281.000	100.614	12.323	313.067
282.000	100.781	12.302	303.000
283.000	100.949	12.282	288.733
284.000	101.116	12.262	275.311
285.000	101.284	12.241	271.756
286.000	101.451	12.221	285.178
287.000	101.619	12.201	319.711
288.000	101.786	12.181	340.044
289.000	101.953	12.161	317.333
290.000	102.121	12.141	273.867
291.000	102.288	12.121	245.289
292.000	102.456	12.101	236.089
293.000	102.623	12.082	225.133
294.000	102.790	12.062	219.600
295.000	102.958	12.042	225.978
296.000	103.125	12.023	233.756
297.000	103.293	12.003	250.244
298.000	103.460	11.984	289.333
299.000	103.628	11.964	333.067
300.000	103.795	11.945	338.200
301.000	103.962	11.926	318.044
302.000	104.130	11.907	315.267
303.000	104.297	11.888	311.800
304.000	104.465	11.869	282.800
305.000	104.632	11.850	247.222
306.000	104.799	11.831	230.489
307.000	104.967	11.812	224.333
308.000	105.134	11.793	208.133
309.000	105.302	11.774	203.044
310.000	105.469	11.755	212.956
311.000	105.637	11.737	222.778
312.000	105.804	11.718	216.000
313.000	105.971	11.700	198.556
314.000	106.139	11.681	186.356
315.000	106.306	11.663	183.000
316.000	106.474	11.645	179.067
317.000	106.641	11.626	169.578
318.000	106.808	11.608	159.600
319.000	106.976	11.590	150.956
320.000	107.143	11.572	146.244
321.000	107.311	11.554	145.444
322.000	107.478	11.536	150.511
323.000	107.645	11.518	153.489
324.000	107.813	11.500	155.711
325.000	107.980	11.482	155.356
326.000	108.148	11.464	166.444
327.000	108.315	11.447	187.067
328.000	108.483	11.429	193.067
329.000	108.650	11.411	181.267
330.000	108.817	11.394	175.711
331.000	108.985	11.376	183.444
332.000	109.152	11.359	186.956
333.000	109.320	11.341	178.222
334.000	109.487	11.324	161.311
335.000	109.654	11.307	155.956
336.000	109.822	11.290	158.200
337.000	109.989	11.272	158.489
338.000	110.157	11.255	151.778
339.000	110.324	11.238	147.444
340.000	110.492	11.221	141.889
341.000	110.659	11.204	137.178
342.000	110.826	11.187	136.089
343.000	110.994	11.170	136.111
344.000	111.161	11.154	141.311
345.000	111.329	11.137	144.267
346.000	111.496	11.120	143.511
347.000	111.663	11.103	139.022
348.000	111.831	11.087	135.089
349.000	111.998	11.070	133.622
350.000	112.166	11.054	137.711
351.000	112.333	11.037	142.956
352.000	112.501	11.021	139.600
353.000	112.668	11.004	137.022
354.000	112.835	10.988	141.333
355.000	113.003	10.972	148.244
356.000	113.170	10.956	152.556
357.000	113.338	10.939	152.000
358.000	113.505	10.923	146.289
359.000	113.672	10.907	145.467
360.000	113.840	10.891	150.556
361.000	114.007	10.875	156.422
362.000	114.175	10.859	163.733
363.000	114.342	10.843	171.356
364.000	114.510	10.827	178.267
365.000	114.677	10.812	180.467
366.000	114.844	10.796	176.489
367.000	115.012	10.780	179.444
368.000	115.179	10.764	177.889
369.000	115.347	10.749	168.556
370.000	115.514	10.733	158.489
371.000	115.681	10.718	147.933
372.000	115.849	10.702	143.178
373.000	116.016	10.687	143.756
374.000	116.184	10.671	150.489
375.000	116.351	10.656	161.556
376.000	116.518	10.641	170.867
377.000	116.686	10.625	166.200
378.000	116.853	10.610	157.200
379.000	117.021	10.595	146.978
380.000	117.188	10.580	142.378
381.000	117.356	10.565	142.489
382.000	117.523	10.550	148.756
383.000	117.690	10.535	159.933
384.000	117.858	10.520	173.022
385.000	118.025	10.505	181.600
386.000	118.193	10.490	183.644
387.000	118.360	10.475	183.111
388.000	118.527	10.460	180.622
389.000	118.695	10.446	178.356
390.000	118.862	10.431	175.000
391.000	119.030	10.416	169.689
392.000	119.197	10.402	165.311
393.000	119.365	10.387	158.356
394.000	119.532	10.372	153.422
395.000	119.699	10.358	145.156
396.000	119.867	10.343	140.267
397.000	120.034	10.329	134.511
398.000	120.202	10.315	133.133
399.000	120.369	10.300	133.467
400.000	120.536	10.286	134.156
401.000	120.704	10.272	136.022
402.000	120.871	10.258	138.311
403.000	121.039	10.243	140.133
404.000	121.206	10.229	145.267
405.000	121.374	10.215	150.822
406.000	121.541	10.201	152.578
407.000	121.708	10.187	152.089
408.000	121.876	10.173	149.578
409.000	122.043	10.159	148.978
410.000	122.211	10.145	146.822
411.000	122.378	10.131	144.844
412.000	122.545	10.117	143.889
413.000	122.713	10.104	142.556
414.000	122.880	10.090	144.889
415.000	123.048	10.076	150.156
416.000	123.215	10.062	147.511
417.000	123.383	10.049	143.622
418.000	123.550	10.035	142.156
419.000	123.717	10.022	146.756
420.000	123.885	10.008	149.289
421.000	124.052	9.995	149.533
422.000	124.220	9.981	144.889
423.000	124.387	9.968	138.222
424.000	124.554	9.954	134.511
425.000	124.722	9.941	132.044
426.000	124.889	9.928	131.133
427.000	125.057	9.914	132.000
428.000	125.224	9.901	132.956
429.000	125.391	9.888	132.911
430.000	125.559	9.875	136.133
431.000	125.726	9.861	143.267
432.000	125.894	9.848	153.089
433.000	126.061	9.835	160.600
434.000	126.229	9.822	156.556
435.000	126.396	9.809	148.244
436.000	126.563	9.796	142.644
437.000	126.731	9.783	141.533
438.000	126.898	9.770	143.711
439.000	127.066	9.757	142.289
440.000	127.233	9.745	140.622
441.000	127.400	9.732	139.533
442.000	127.568	9.719	141.378
443.000	127.735	9.706	149.089
444.000	127.903	9.694	156.267
445.000	128.070	9.681	172.022
446.000	128.238	9.668	196.489
447.000	128.405	9.656	218.511
448.000	128.572	9.643	225.511
449.000	128.740	9.631	212.422
450.000	128.907	9.618	191.556
451.000	129.075	9.606	167.867
452.000	129.242	9.593	152.911
453.000	129.409	9.581	144.889
454.000	129.577	9.568	139.067
455.000	129.744	9.556	137.133
456.000	129.912	9.544	137.444
457.000	130.079	9.531	137.378
458.000	130.247	9.519	142.356
459.000	130.414	9.507	151.444
460.000	130.581	9.495	161.333
461.000	130.749	9.483	174.089
462.000	130.916	9.471	175.622
463.000	131.084	9.458	176.333
464.000	131.251	9.446	171.156
465.000	131.418	9.434	162.511
466.000	131.586	9.422	159.333
467.000	131.753	9.410	161.022
468.000	131.921	9.398	163.222
469.000	132.088	9.386	164.222
470.000	132.255	9.375	160.244
471.000	132.423	9.363	155.089
472.000	132.590	9.351	152.111
473.000	132.758	9.339	147.200
474.000	132.925	9.327	146.444
475.000	133.093	9.316	152.667
476.000	133.260	9.304	152.889
477.000	133.427	9.292	150.311
478.000	133.595	9.281	149.311
479.000	133.762	9.269	151.267
480.000	133.930	9.257	156.644
481.000	134.097	9.246	159.622
482.000	134.264	9.234	169.267
483.000	134.432	9.223	179.467
484.000	134.599	9.211	188.467
485.000	134.767	9.200	189.333
486.000	134.934	9.188	186.956
487.000	135.102	9.177	178.422
488.000	135.269	9.166	170.467
489.000	135.436	9.154	164.689
490.000	135.604	9.143	162.044
491.000	135.771	9.132	168.422
492.000	135.939	9.121	173.844
493.000	136.106	9.109	166.689
494.000	136.273	9.098	154.889
495.000	136.441	9.087	148.022
496.000	136.608	9.076	144.022
497.000	136.776	9.065	140.711
498.000	136.943	9.054	142.000
499.000	137.111	9.043	146.533
500.000	137.278	9.032	156.711
501.000	137.445	9.021	163.244
502.000	137.613	9.010	161.356
503.000	137.780	8.999	157.756
504.000	137.948	8.988	151.244
505.000	138.115	8.977	144.667
506.000	138.282	8.966	141.533
507.000	138.450	8.955	144.422
508.000	0.000	0.000	0.000
509.000	0.000	0.000	0.000
510.000	0.000	0.000	0.000
511.000	0.000	0.000	0.000
512.000	0.000	0.000	0.000
513.000	0.000	0.000	0.000
514.000	0.000	0.000	0.000
515.000	0.000	0.000	0.000
516.000	0.000	0.000	0.000
517.000	0.000	0.000	0.000
518.000	0.000	0.000	0.000
519.000	0.000	0.000	0.000
520.000	0.000	0.000	0.000
521.000	0.000	0.000	0.000
522.000	0.000	0.000	0.000
523.000	0.000	0.000	0.000
524.000	0.000	0.000	0.000
525.000	0.000	0.000	0.000
526.000	0.000	0.000	0.000
527.000	0.000	0.000	0.000
528.000	0.000	0.000	0.000
529.000	0.000	0.000	0.000
530.000	0.000	0.000	0.000
531.000	0.000	0.000	0.000
532.000	0.000	0.000	0.000
533.000	0.000	0.000	0.000
534.000	0.000	0.000	0.000
535.000	0.000	0.000	0.000
536.000	0.000	0.000	0.000
537.000	0.000	0.000	0.000
538.000	0.000	0.000	0.000
539.000	0.000	0.000	0.000
540.000	0.000	0.000	0.000
541.000	0.000	0.000	0.000
542.000	0.000	0.000	0.000
543.000	0.000	0.000	0.000
544.000	0.000	0.000	0.000
545.000	0.000	0.000	0.000
546.000	0.000	0.000	0.000
547.000	0.000	0.000	0.000
548.000	0.000	0.000	0.000
549.000	0.000	0.000	0.000
550.000	0.000	0.000	0.000
551.000	0.000	0.000	0.000
552.000	0.000	0.000	0.000
553.000	0.000	0.000	0.000
554.000	0.000	0.000	0.000
555.000	0.000	0.000	0.000
556.000	0.000	0.000	0.000
557.000	0.000	0.000	0.000
558.000	0.000	0.000	0.000
559.000	0.000	0.000	0.000
560.000	0.000	0.000	0.000
561.000	0.000	0.000	0.000
562.000	0.000	0.000	0.000
563.000	0.000	0.000	0.000
564.000	0.000	0.000	0.000
565.000	0.000	0.000	0.000
566.000	0.000	0.000	0.000
567.000	0.000	0.000	0.000
568.000	0.000	0.000	0.000
569.000	0.000	0.000	0.000
570.000	0.000	0.000	0.000
571.000	0.000	0.000	0.000
572.000	0.000	0.000	0.000
573.000	0.000	0.000	0.000
574.000	0.000	0.000	0.000
575.000	0.000	0.000	0.000
576.000	0.000	0.000	0.000
577.000	0.000	0.000	0.000
578.000	0.000	0.000	0.000
579.000	0.000	0.000	0.000
580.000	0.000	0.000	0.000
581.000	0.000	0.000	0.000
582.000	0.000	0.000	0.000
583.000	0.000	0.000	0.000
584.000	0.000	0.000	0.000
585.000	0.000	0.000	0.000
586.000	0.000	0.000	0.000
587.000	0.000	0.000	0.000
588.000	0.000	0.000	0.000
589.000	0.000	0.000	0.000
590.000	0.000	0.000	0.000
591.000	0.000	0.000	0.000
592.000	0.000	0.000	0.000
593.000	0.000	0.000	0.000
594.000	0.000	0.000	0.000
595.000	0.000	0.000	0.000
596.000	0.000	0.000	0.000
597.000	0.000	0.000	0.000
598.000	0.000	0.000	0.000
599.000	0.000	0.000	0.000
600.000	0.000	0.000	0.000
601.000	0.000	0.000	0.000
602.000	0.000	0.000	0.000
603.000	0.000	0.000	0.000
604.000	0.000	0.000	0.000
605.000	0.000	0.000	0.000
606.000	0.000	0.000	0.000
607.000	0.000	0.000	0.000
608.000	0.000	0.000	0.000
609.000	0.000	0.000	0.000
610.000	0.000	0.000	0.000
611.000	0.000	0.000	0.000
612.000	0.000	0.000	0.000
613.000	0.000	0.000	0.000
614.000	0.000	0.000	0.000
615.000	0.000	0.000	0.000
616.000	0.000	0.000	0.000
617.000	0.000	0.000	0.000
618.000	0.000	0.000	0.000
619.000	0.000	0.000	0.000
620.000	0.000	0.000	0.000
