15-10-23spec_0009_0094.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	144.444
1.000	53.738	23.072	144.778
2.000	53.905	23.000	146.133
3.000	54.073	22.929	145.889
4.000	54.240	22.858	145.533
5.000	54.408	22.788	145.400
6.000	54.575	22.718	146.422
7.000	54.742	22.649	146.467
8.000	54.910	22.580	146.933
9.000	55.077	22.511	145.822
10.000	55.245	22.443	146.089
11.000	55.412	22.375	147.000
12.000	55.579	22.308	146.733
13.000	55.747	22.241	146.511
14.000	55.914	22.174	147.244
15.000	56.082	22.108	148.578
16.000	56.249	22.042	148.489
17.000	56.417	21.977	148.200
18.000	56.584	21.912	147.911
19.000	56.751	21.847	147.711
20.000	56.919	21.783	150.222
21.000	57.086	21.719	149.978
22.000	57.254	21.655	149.422
23.000	57.421	21.592	150.422
24.000	57.588	21.529	151.667
25.000	57.756	21.467	152.044
26.000	57.923	21.405	150.978
27.000	58.091	21.343	152.067
28.000	58.258	21.282	150.689
29.000	58.426	21.221	151.933
30.000	58.593	21.160	150.267
31.000	58.760	21.100	148.422
32.000	58.928	21.040	147.000
33.000	59.095	20.980	144.867
34.000	59.263	20.921	143.778
35.000	59.430	20.862	141.289
36.000	59.597	20.804	138.689
37.000	59.765	20.745	134.889
38.000	59.932	20.687	129.311
39.000	60.100	20.630	122.667
40.000	60.267	20.572	117.044
41.000	60.434	20.515	114.978
42.000	60.602	20.459	112.267
43.000	60.769	20.402	111.333
44.000	60.937	20.346	112.889
45.000	61.104	20.291	112.911
46.000	61.272	20.235	111.911
47.000	61.439	20.180	111.756
48.000	61.606	20.125	111.422
49.000	61.774	20.071	110.800
50.000	61.941	20.016	111.289
51.000	62.109	19.962	109.756
52.000	62.276	19.909	110.578
53.000	62.443	19.855	110.333
54.000	62.611	19.802	111.378
55.000	62.778	19.750	110.622
56.000	62.946	19.697	110.867
57.000	63.113	19.645	110.600
58.000	63.281	19.593	111.689
59.000	63.448	19.541	111.356
60.000	63.615	19.490	112.044
61.000	63.783	19.439	111.489
62.000	63.950	19.388	111.556
63.000	64.118	19.337	112.267
64.000	64.285	19.287	112.756
65.000	64.452	19.237	113.311
66.000	64.620	19.187	113.644
67.000	64.787	19.137	114.756
68.000	64.955	19.088	114.600
69.000	65.122	19.039	117.711
70.000	65.290	18.990	117.711
71.000	65.457	18.941	116.111
72.000	65.624	18.893	113.978
73.000	65.792	18.845	115.311
74.000	65.959	18.797	113.756
75.000	66.127	18.750	114.533
76.000	66.294	18.702	114.867
77.000	66.461	18.655	115.622
78.000	66.629	18.608	114.822
79.000	66.796	18.562	115.022
80.000	66.964	18.515	116.956
81.000	67.131	18.469	115.778
82.000	67.299	18.423	117.200
83.000	67.466	18.377	116.489
84.000	67.633	18.332	117.622
85.000	67.801	18.287	119.311
86.000	67.968	18.242	119.422
87.000	68.136	18.197	120.644
88.000	68.303	18.152	120.422
89.000	68.470	18.108	123.756
90.000	68.638	18.064	128.711
91.000	68.805	18.020	134.333
92.000	68.973	17.976	141.467
93.000	69.140	17.932	148.400
94.000	69.307	17.889	151.178
95.000	69.475	17.846	146.956
96.000	69.642	17.803	140.378
97.000	69.810	17.760	134.667
98.000	69.977	17.718	130.956
99.000	70.145	17.676	128.689
100.000	70.312	17.633	130.022
101.000	70.479	17.592	131.867
102.000	70.647	17.550	133.200
103.000	70.814	17.508	133.867
