15-10-23spec_0009_0125.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	158.267
1.000	53.738	23.072	158.378
2.000	53.905	23.000	159.378
3.000	54.073	22.929	160.067
4.000	54.240	22.858	158.578
5.000	54.408	22.788	159.556
6.000	54.575	22.718	161.356
7.000	54.742	22.649	160.667
8.000	54.910	22.580	159.911
9.000	55.077	22.511	160.822
10.000	55.245	22.443	161.689
11.000	55.412	22.375	162.244
12.000	55.579	22.308	161.356
13.000	55.747	22.241	161.333
14.000	55.914	22.174	161.956
15.000	56.082	22.108	161.689
16.000	56.249	22.042	161.889
17.000	56.417	21.977	161.511
18.000	56.584	21.912	161.978
19.000	56.751	21.847	162.933
20.000	56.919	21.783	162.644
21.000	57.086	21.719	164.222
22.000	57.254	21.655	164.200
23.000	57.421	21.592	164.511
24.000	57.588	21.529	165.711
25.000	57.756	21.467	165.289
26.000	57.923	21.405	165.644
27.000	58.091	21.343	164.267
28.000	58.258	21.282	162.800
29.000	58.426	21.221	163.911
30.000	58.593	21.160	162.578
31.000	58.760	21.100	161.511
32.000	58.928	21.040	160.133
33.000	59.095	20.980	160.267
34.000	59.263	20.921	155.800
35.000	59.430	20.862	154.044
36.000	59.597	20.804	150.867
37.000	59.765	20.745	146.467
38.000	59.932	20.687	139.244
39.000	60.100	20.630	131.156
40.000	60.267	20.572	126.311
41.000	60.434	20.515	123.689
42.000	60.602	20.459	121.200
43.000	60.769	20.402	121.689
44.000	60.937	20.346	121.333
45.000	61.104	20.291	121.044
46.000	61.272	20.235	121.733
47.000	61.439	20.180	120.622
48.000	61.606	20.125	120.689
49.000	61.774	20.071	122.022
50.000	61.941	20.016	122.489
51.000	62.109	19.962	125.400
52.000	62.276	19.909	127.756
53.000	62.443	19.855	126.089
54.000	62.611	19.802	122.800
55.000	62.778	19.750	121.267
56.000	62.946	19.697	119.333
57.000	63.113	19.645	121.356
58.000	63.281	19.593	121.133
59.000	63.448	19.541	120.200
60.000	63.615	19.490	120.244
61.000	63.783	19.439	119.844
62.000	63.950	19.388	121.667
63.000	64.118	19.337	121.222
64.000	64.285	19.287	121.400
65.000	64.452	19.237	121.733
66.000	64.620	19.187	123.356
67.000	64.787	19.137	126.444
68.000	64.955	19.088	128.022
69.000	65.122	19.039	128.867
70.000	65.290	18.990	127.422
71.000	65.457	18.941	124.444
72.000	65.624	18.893	122.311
73.000	65.792	18.845	121.889
74.000	65.959	18.797	123.400
75.000	66.127	18.750	122.289
76.000	66.294	18.702	123.489
77.000	66.461	18.655	122.156
78.000	66.629	18.608	122.667
79.000	66.796	18.562	124.089
80.000	66.964	18.515	123.289
81.000	67.131	18.469	122.733
82.000	67.299	18.423	124.622
83.000	67.466	18.377	123.956
84.000	67.633	18.332	124.667
85.000	67.801	18.287	124.756
86.000	67.968	18.242	125.067
87.000	68.136	18.197	127.067
88.000	68.303	18.152	126.356
89.000	68.470	18.108	126.533
90.000	68.638	18.064	126.467
91.000	68.805	18.020	128.622
92.000	68.973	17.976	128.400
93.000	69.140	17.932	130.956
94.000	69.307	17.889	129.622
95.000	69.475	17.846	130.022
96.000	69.642	17.803	130.622
97.000	69.810	17.760	132.867
98.000	69.977	17.718	130.911
99.000	70.145	17.676	132.756
100.000	70.312	17.633	133.933
101.000	70.479	17.592	134.933
102.000	70.647	17.550	135.600
103.000	70.814	17.508	136.644
104.000	70.982	17.467	138.422
105.000	71.149	17.426	136.933
106.000	71.316	17.385	138.356
107.000	71.484	17.344	139.867
108.000	71.651	17.304	140.400
109.000	71.819	17.263	140.400
110.000	71.986	17.223	143.356
111.000	72.154	17.183	145.111
112.000	72.321	17.144	146.067
113.000	72.488	17.104	148.111
114.000	72.656	17.065	151.533
115.000	72.823	17.025	152.689
116.000	72.991	16.986	159.178
117.000	73.158	16.947	164.000
118.000	73.325	16.909	175.533
119.000	73.493	16.870	189.044
120.000	73.660	16.832	205.244
121.000	73.828	16.794	210.600
122.000	73.995	16.756	213.267
123.000	74.163	16.718	214.578
124.000	74.330	16.680	220.733
125.000	74.497	16.643	240.400
126.000	74.665	16.605	264.844
127.000	74.832	16.568	289.778
128.000	75.000	16.531	307.444
129.000	75.167	16.494	329.000
130.000	75.334	16.458	357.289
131.000	75.502	16.421	390.844
132.000	75.669	16.385	435.311
133.000	75.837	16.349	477.711
134.000	76.004	16.313	524.067
135.000	76.171	16.277	548.267
136.000	76.339	16.241	571.111
137.000	76.506	16.206	600.200
138.000	76.674	16.170	611.600
139.000	76.841	16.135	604.289
140.000	77.009	16.100	598.644
141.000	77.176	16.065	630.889
142.000	77.343	16.030	685.356
143.000	77.511	15.996	748.578
144.000	77.678	15.961	800.644
145.000	77.846	15.927	837.489
146.000	78.013	15.893	868.156
147.000	78.180	15.859	918.044
148.000	78.348	15.825	975.156
149.000	78.515	15.791	1027.689
150.000	78.683	15.757	1092.511
151.000	78.850	15.724	1118.333
152.000	79.018	15.691	1090.867
153.000	79.185	15.658	1009.800
154.000	79.352	15.625	925.200
155.000	79.520	15.592	851.244
156.000	79.687	15.559	793.156
157.000	79.855	15.526	762.178
158.000	80.022	15.494	739.978
159.000	80.189	15.461	727.822
160.000	80.357	15.429	724.000
161.000	80.524	15.397	738.911
162.000	80.692	15.365	755.800
163.000	80.859	15.333	744.400
164.000	81.027	15.302	695.956
165.000	81.194	15.270	630.489
166.000	81.361	15.239	588.511
167.000	81.529	15.207	556.600
168.000	81.696	15.176	525.889
169.000	81.864	15.145	525.689
170.000	82.031	15.114	548.111
171.000	82.198	15.084	595.889
172.000	82.366	15.053	668.622
173.000	82.533	15.022	757.156
174.000	82.701	14.992	856.444
175.000	82.868	14.962	931.644
176.000	83.036	14.931	938.756
177.000	83.203	14.901	916.422
178.000	83.370	14.871	868.867
179.000	83.538	14.842	823.000
180.000	83.705	14.812	766.889
181.000	83.873	14.782	711.578
182.000	84.040	14.753	655.244
183.000	84.207	14.724	599.933
184.000	84.375	14.694	547.200
185.000	84.542	14.665	510.356
186.000	84.710	14.636	521.000
187.000	84.877	14.608	570.867
188.000	85.044	14.579	652.022
189.000	85.212	14.550	771.111
190.000	85.379	14.522	894.800
191.000	85.547	14.493	984.311
192.000	85.714	14.465	1002.000
193.000	85.882	14.437	960.422
194.000	86.049	14.409	907.489
195.000	86.216	14.381	851.889
196.000	86.384	14.353	800.156
197.000	86.551	14.325	769.689
198.000	86.719	14.297	743.022
199.000	86.886	14.270	726.933
200.000	87.053	14.242	718.378
201.000	87.221	14.215	686.089
202.000	87.388	14.188	603.400
203.000	87.556	14.161	516.667
204.000	87.723	14.134	478.689
205.000	87.891	14.107	500.667
206.000	88.058	14.080	570.911
207.000	88.225	14.053	670.511
208.000	88.393	14.027	772.600
209.000	88.560	14.000	842.733
210.000	88.728	13.974	867.133
211.000	88.895	13.947	874.133
212.000	89.062	13.921	864.489
213.000	89.230	13.895	876.844
214.000	89.397	13.869	869.444
215.000	89.565	13.843	837.044
216.000	89.732	13.817	778.867
217.000	89.900	13.791	745.867
218.000	90.067	13.766	733.311
219.000	90.234	13.740	737.133
220.000	90.402	13.715	747.289
221.000	90.569	13.689	789.800
222.000	90.737	13.664	850.844
223.000	90.904	13.639	893.244
224.000	91.071	13.614	915.956
225.000	91.239	13.589	936.267
226.000	91.406	13.564	936.422
227.000	91.574	13.539	924.689
228.000	91.741	13.515	895.533
229.000	91.908	13.490	829.889
230.000	92.076	13.465	756.844
231.000	92.243	13.441	695.267
232.000	92.411	13.417	641.511
233.000	92.578	13.392	593.133
234.000	92.746	13.368	574.889
235.000	92.913	13.344	553.267
236.000	93.080	13.320	532.911
237.000	93.248	13.296	543.756
238.000	93.415	13.272	596.533
239.000	93.583	13.249	688.356
240.000	93.750	13.225	732.422
241.000	93.917	13.201	711.844
242.000	94.085	13.178	682.978
243.000	94.252	13.154	672.933
244.000	94.420	13.131	678.356
245.000	94.587	13.108	695.778
246.000	94.755	13.085	678.289
247.000	94.922	13.062	633.933
248.000	95.089	13.039	600.778
249.000	95.257	13.016	580.311
250.000	95.424	12.993	570.267
251.000	95.592	12.970	589.867
252.000	95.759	12.948	585.533
253.000	95.926	12.925	571.778
254.000	96.094	12.902	570.356
255.000	96.261	12.880	568.889
256.000	96.429	12.858	550.022
257.000	96.596	12.835	534.178
258.000	96.764	12.813	518.667
259.000	96.931	12.791	488.667
260.000	97.098	12.769	499.600
261.000	97.266	12.747	534.200
262.000	97.433	12.725	545.022
263.000	97.601	12.703	573.000
264.000	97.768	12.681	597.756
265.000	97.935	12.660	570.889
266.000	98.103	12.638	534.578
267.000	98.270	12.617	528.022
268.000	98.438	12.595	508.956
269.000	98.605	12.574	475.667
270.000	98.773	12.553	476.133
271.000	98.940	12.531	494.444
272.000	99.107	12.510	498.889
273.000	99.275	12.489	489.089
274.000	99.442	12.468	480.733
275.000	99.610	12.447	465.822
276.000	99.777	12.426	453.089
277.000	99.944	12.405	437.800
278.000	100.112	12.385	421.956
279.000	100.279	12.364	393.444
280.000	100.447	12.343	379.889
281.000	100.614	12.323	376.356
282.000	100.781	12.302	341.778
283.000	100.949	12.282	305.578
284.000	101.116	12.262	289.889
285.000	101.284	12.241	281.200
286.000	101.451	12.221	274.178
287.000	101.619	12.201	286.311
288.000	101.786	12.181	292.667
289.000	101.953	12.161	287.467
290.000	102.121	12.141	281.067
291.000	102.288	12.121	285.844
292.000	102.456	12.101	282.333
293.000	102.623	12.082	261.444
294.000	102.790	12.062	246.156
295.000	102.958	12.042	256.044
296.000	103.125	12.023	277.200
297.000	103.293	12.003	300.467
298.000	103.460	11.984	353.600
299.000	103.628	11.964	397.422
300.000	103.795	11.945	389.800
301.000	103.962	11.926	340.489
302.000	104.130	11.907	307.756
303.000	104.297	11.888	289.378
304.000	104.465	11.869	261.933
305.000	104.632	11.850	247.689
306.000	104.799	11.831	258.222
307.000	104.967	11.812	276.444
308.000	105.134	11.793	277.378
309.000	105.302	11.774	268.000
310.000	105.469	11.755	288.244
311.000	105.637	11.737	299.000
312.000	105.804	11.718	289.356
313.000	105.971	11.700	267.378
314.000	106.139	11.681	252.933
315.000	106.306	11.663	246.378
316.000	106.474	11.645	231.400
317.000	106.641	11.626	213.978
318.000	106.808	11.608	199.156
319.000	106.976	11.590	187.200
320.000	107.143	11.572	178.489
321.000	107.311	11.554	177.267
322.000	107.478	11.536	187.222
323.000	107.645	11.518	201.822
324.000	107.813	11.500	207.400
325.000	107.980	11.482	199.600
326.000	108.148	11.464	188.800
327.000	108.315	11.447	186.511
328.000	108.483	11.429	184.267
329.000	108.650	11.411	178.200
330.000	108.817	11.394	179.378
331.000	108.985	11.376	181.911
332.000	109.152	11.359	178.333
333.000	109.320	11.341	173.356
334.000	109.487	11.324	166.200
335.000	109.654	11.307	164.556
336.000	109.822	11.290	165.533
337.000	109.989	11.272	164.600
338.000	110.157	11.255	160.667
339.000	110.324	11.238	159.556
340.000	110.492	11.221	160.267
341.000	110.659	11.204	168.444
342.000	110.826	11.187	178.800
343.000	110.994	11.170	190.956
344.000	111.161	11.154	220.000
345.000	111.329	11.137	250.333
346.000	111.496	11.120	249.622
347.000	111.663	11.103	234.311
348.000	111.831	11.087	218.778
349.000	111.998	11.070	207.689
350.000	112.166	11.054	199.911
351.000	112.333	11.037	194.889
