15-10-23spec_0009_0139.txt

Exposure (ms)	5000
Row number	Wavelength (nm)	Energy (eV)	Amplitude (a.u.)
0.000	53.570	23.144	142.444
1.000	53.738	23.072	142.311
2.000	53.905	23.000	142.133
3.000	54.073	22.929	144.133
4.000	54.240	22.858	142.400
5.000	54.408	22.788	145.178
6.000	54.575	22.718	144.133
7.000	54.742	22.649	143.400
8.000	54.910	22.580	144.667
9.000	55.077	22.511	144.089
10.000	55.245	22.443	144.200
11.000	55.412	22.375	144.822
12.000	55.579	22.308	145.444
13.000	55.747	22.241	145.889
14.000	55.914	22.174	145.756
15.000	56.082	22.108	146.267
16.000	56.249	22.042	147.867
17.000	56.417	21.977	147.933
18.000	56.584	21.912	147.489
19.000	56.751	21.847	145.422
20.000	56.919	21.783	148.733
21.000	57.086	21.719	148.156
22.000	57.254	21.655	149.644
23.000	57.421	21.592	151.422
24.000	57.588	21.529	152.089
25.000	57.756	21.467	150.222
26.000	57.923	21.405	151.044
27.000	58.091	21.343	151.267
28.000	58.258	21.282	151.156
29.000	58.426	21.221	152.200
30.000	58.593	21.160	150.044
31.000	58.760	21.100	147.800
32.000	58.928	21.040	148.511
33.000	59.095	20.980	146.422
34.000	59.263	20.921	144.156
35.000	59.430	20.862	142.156
36.000	59.597	20.804	139.111
37.000	59.765	20.745	134.267
38.000	59.932	20.687	130.222
39.000	60.100	20.630	123.911
40.000	60.267	20.572	117.378
41.000	60.434	20.515	113.556
42.000	60.602	20.459	112.289
43.000	60.769	20.402	112.044
44.000	60.937	20.346	111.867
45.000	61.104	20.291	112.444
46.000	61.272	20.235	113.489
47.000	61.439	20.180	113.311
48.000	61.606	20.125	113.178
49.000	61.774	20.071	113.511
50.000	61.941	20.016	113.111
51.000	62.109	19.962	115.711
52.000	62.276	19.909	119.267
53.000	62.443	19.855	127.556
54.000	62.611	19.802	137.267
55.000	62.778	19.750	143.289
56.000	62.946	19.697	140.289
57.000	63.113	19.645	131.978
58.000	63.281	19.593	123.600
59.000	63.448	19.541	118.733
60.000	63.615	19.490	117.244
61.000	63.783	19.439	115.244
62.000	63.950	19.388	118.089
63.000	64.118	19.337	119.844
64.000	64.285	19.287	121.756
65.000	64.452	19.237	122.289
66.000	64.620	19.187	117.089
67.000	64.787	19.137	115.511
68.000	64.955	19.088	118.044
69.000	65.122	19.039	120.333
70.000	65.290	18.990	119.444
71.000	65.457	18.941	118.333
72.000	65.624	18.893	120.356
73.000	65.792	18.845	123.956
74.000	65.959	18.797	124.844
75.000	66.127	18.750	122.800
76.000	66.294	18.702	120.356
77.000	66.461	18.655	123.822
78.000	66.629	18.608	127.000
79.000	66.796	18.562	129.467
80.000	66.964	18.515	129.156
81.000	67.131	18.469	131.022
82.000	67.299	18.423	136.356
83.000	67.466	18.377	142.111
84.000	67.633	18.332	139.800
85.000	67.801	18.287	135.178
86.000	67.968	18.242	129.844
87.000	68.136	18.197	128.667
88.000	68.303	18.152	128.778
89.000	68.470	18.108	129.467
90.000	68.638	18.064	129.600
91.000	68.805	18.020	130.756
92.000	68.973	17.976	131.267
93.000	69.140	17.932	131.867
94.000	69.307	17.889	132.956
95.000	69.475	17.846	135.756
96.000	69.642	17.803	137.978
97.000	69.810	17.760	144.889
98.000	69.977	17.718	153.089
99.000	70.145	17.676	161.111
100.000	70.312	17.633	160.644
101.000	70.479	17.592	158.178
102.000	70.647	17.550	155.000
103.000	70.814	17.508	154.489
104.000	70.982	17.467	152.644
105.000	71.149	17.426	151.133
106.000	71.316	17.385	155.133
107.000	71.484	17.344	162.156
108.000	71.651	17.304	167.489
109.000	71.819	17.263	177.578
110.000	71.986	17.223	188.800
111.000	72.154	17.183	203.956
112.000	72.321	17.144	232.311
113.000	72.488	17.104	271.133
114.000	72.656	17.065	309.689
115.000	72.823	17.025	347.956
116.000	72.991	16.986	387.244
